"","ICD.9.CM.CODE","CCS.CATEGORY","CCS.CATEGORY.DESCRIPTION","ICD.9.CM.CODE.DESCRIPTION","ICD9.CODE.FRMT"
"1028","3551 ","49 ","Ot OR heart      ","""PROS REP ATRIAL DEF-OPN""","35.51"
"1029","3552 ","49 ","Ot OR heart      ","""PROS REPAIR ATRIA DEF-CL""","35.52"
"1030","3553 ","49 ","Ot OR heart      ","""PROST REPAIR VENTRIC DEF""","35.53"
"1031","3554 ","49 ","Ot OR heart      ","""PROS REP ENDOCAR CUSHION""","35.54"
"1032","3555 ","49 ","Ot OR heart      ","""PROS REP VENTRC DEF-CLOS (Begin 2006)""","35.55"
"1033","3560 ","49 ","Ot OR heart      ","""GRFT REPAIR HRT SEPT NOS""","35.60"
"1034","3561 ","49 ","Ot OR heart      ","""GRAFT REPAIR ATRIAL DEF""","35.61"
"1035","3562 ","49 ","Ot OR heart      ","""GRAFT REPAIR VENTRIC DEF""","35.62"
"1036","3563 ","49 ","Ot OR heart      ","""GRFT REP ENDOCAR CUSHION""","35.63"
"1037","3570 ","49 ","Ot OR heart      ","""HEART SEPTA REPAIR NOS""","35.70"
"1038","3571 ","49 ","Ot OR heart      ","""ATRIA SEPTA DEF REP NEC""","35.71"
"1039","3572 ","49 ","Ot OR heart      ","""VENTR SEPTA DEF REP NEC""","35.72"
"1040","3573 ","49 ","Ot OR heart      ","""ENDOCAR CUSHION REP NEC""","35.73"
"1041","3581 ","49 ","Ot OR heart      ","""TOT REPAIR TETRAL FALLOT""","35.81"
"1042","3582 ","49 ","Ot OR heart      ","""TOTAL REPAIR OF TAPVC""","35.82"
"1043","3583 ","49 ","Ot OR heart      ","""TOT REP TRUNCUS ARTERIOS""","35.83"
"1044","3584 ","49 ","Ot OR heart      ","""TOT COR TRANSPOS GRT VES (Begin 1988)""","35.84"
"1045","3591 ","49 ","Ot OR heart      ","""INTERAT VEN RETRN TRANSP""","35.91"
"1046","3592 ","49 ","Ot OR heart      ","""CONDUIT RT VENT-PUL ART""","35.92"
"1047","3593 ","49 ","Ot OR heart      ","""CONDUIT LEFT VENTR-AORTA""","35.93"
"1048","3594 ","49 ","Ot OR heart      ","""CONDUIT ARTIUM-PULM ART""","35.94"
"1049","3595 ","49 ","Ot OR heart      ","""HEART REPAIR REVISION""","35.95"
"1050","3598 ","49 ","Ot OR heart      ","""OTHER HEART SEPTA OPS""","35.98"
"1051","3600 ","49 ","Ot OR heart      ","""REM OBSTR NOS (Begin 1986 End 1991)""","36.00"
"1052","3603 ","49 ","Ot OR heart      ","""OPEN CORONRY ANGIOPLASTY (Begin 1986)""","36.03"
"1053","3609 ","49 ","Ot OR heart      ","""(OTH)REM COR ART OBST(NEC) (Begin 1986)""","36.09"
"1054","3691 ","49 ","Ot OR heart      ","""CORON VESS ANEURYSM REP""","36.91"
"1055","3699 ","49 ","Ot OR heart      ","""HEART VESSEL OP NEC""","36.99"
"1056","3710 ","49 ","Ot OR heart      ","""INCISION OF HEART NOS""","37.10"
"1057","3711 ","49 ","Ot OR heart      ","""CARDIOTOMY""","37.11"
"1058","3712 ","49 ","Ot OR heart      ","""PERICARDIOTOMY""","37.12"
"1059","3731 ","49 ","Ot OR heart      ","""PERICARDIECTOMY""","37.31"
"1060","3732 ","49 ","Ot OR heart      ","""HEART ANEURYSM EXCISION""","37.32"
"1061","3733 ","49 ","Ot OR heart      ","""EXC(/DEST) OTH HRT LESION (Begin 1988)""","37.33"
"1062","3734 ","49 ","Ot OR heart      ","""CATH ABLATION LES HEART (Begin 1988)""","37.34"
"1063","3735 ","49 ","Ot OR heart      ","""PARTIAL VENTRICULECTOMY (Begin 1997)""","37.35"
"1064","3736 ","49 ","Ot OR heart      ","""EXC LEFT ATRIAL APPENDAG (Begin 2008)""","37.36"
"1065","3737 ","49 ","Ot OR heart      ","""Exc/dest hrt les thrspc (Begin 2010)""","37.37"
"1066","374  ","49 ","Ot OR heart      ","""HEART & PERICARD REPAIR""","37.4"
"1067","3741 ","49 ","Ot OR heart      ","""IMPL CARDIAC SUPPORT DEV (Begin 2005)""","37.41"
"1068","3749 ","49 ","Ot OR heart      ","""HEART/PERICARD REPR NEC (Begin 2005)""","37.49"
"1069","3752 ","49 ","Ot OR heart      ","""IMPLANTATION OF TOTAL REPLACEMENT HEART SYST (Begin 2003)""","37.52"
"1070","3753 ","49 ","Ot OR heart      ","""REPLACEMENT OR REPAIR OF THORACIC UNIT OF TO (Begin 2003)""","37.53"
"1071","3754 ","49 ","Ot OR heart      ","""REPLACEMENT OR REPAIR OF OTHER IMPLANTABLE C (Begin 2003)""","37.54"
"1072","3755 ","49 ","Ot OR heart      ","""REM INT BIVENT HRT SYS (Begin 2008)""","37.55"
"1073","3760 ","49 ","Ot OR heart      ","""IMP BIVN EXT HRT AST SYS (Begin 2008)""","37.60"
"1074","3761 ","49 ","Ot OR heart      ","""PULSATION BALLOON IMPLAN""","37.61"
"1075","3762 ","49 ","Ot OR heart      ","""IMPLANT HRT ASST SYS NEC""","37.62"
"1076","3763 ","49 ","Ot OR heart      ","""REPLACE HRT ASSIST SYST""","37.63"
"1077","3764 ","49 ","Ot OR heart      ","""REMOVE HEART ASSIST SYS""","37.64"
"1078","3765 ","49 ","Ot OR heart      ","""IMPL EXTERN HEART ASSIST (Begin 1995)""","37.65"
"1079","3766 ","49 ","Ot OR heart      ","""IMPL INTERN HEART ASSIST (Begin 1995)""","37.66"
"1080","3767 ","49 ","Ot OR heart      ","""IMPLANT CARDIOMYOSTIM SYS (Begin 1998)""","37.67"
"1081","3768 ","49 ","Ot OR heart      ","""PERCUTAN HRT ASSIST SYST (Begin 2004)""","37.68"
"1082","3790 ","49 ","Ot OR heart      ","""INS LEFT ATR APPEND DEV (Begin 2004)""","37.90"
"1083","3791 ","49 ","Ot OR heart      ","""OPN CHEST CARDIAC MASSAG""","37.91"
"1084","3799 ","49 ","Ot OR heart      ","""OTHER HEART/PERICARD OPS""","37.99"
"1085","3961 ","50 ","Extrcor circ     ","""EXTRACORPOREAL CIRCULAT""","39.61"
"1086","3962 ","50 ","Extrcor circ     ","""HYPOTHERMIA W OPEN HEART""","39.62"
"1087","3963 ","50 ","Extrcor circ     ","""CARDIOPLEGIA""","39.63"
"1088","3964 ","50 ","Extrcor circ     ","""INTRAOP CARDIAC PACEMAK""","39.64"
"1089","3965 ","50 ","Extrcor circ     ","""EXTRACORPOREAL MEMB OXY (Begin 1988)""","39.65"
"1090","3966 ","50 ","Extrcor circ     ","""PER CARDIOPULMON BYPASS (Begin 1990)""","39.66"
"1091","3811 ","51 ","Endarterecto     ","""ENDARTER INTRACRANIAL""","38.11"
"1092","3812 ","51 ","Endarterecto     ","""HEAD & NECK ENDARTER NEC""","38.12"
"1093","3834 ","52 ","Aort resect      ","""AORTA RESECTION & ANAST""","38.34"
"1094","3844 ","52 ","Aort resect      ","""RESECT ABDM AORTA W REPL (Begin 1986)""","38.44"
"1095","3864 ","52 ","Aort resect      ","""EXCISION OF AORTA""","38.64"
"1096","3971 ","52 ","Aort resect      ","""ENDOVASCULAR IMPLANT IN ABDM AORTA (Begin 2000)""","39.71"
"1097","3973 ","52 ","Aort resect      ","""ENDO IMP GRFT THOR AORTA (Begin 2005)""","39.73"
"1098","3978 ","52 ","Aort resect      ","""Endovas impln grft aorta (Begin 2011)""","39.78"
"1099","3859 ","53 ","Varic vein       ","""LEG VARICOS V LIGA-STRIP""","38.59"
"1100","3891 ","54 ","Ot vasc cath     ","""ARTERIAL CATHETERIZATION""","38.91"
"1101","3892 ","54 ","Ot vasc cath     ","""UMBILICAL VEIN CATH""","38.92"
"1102","3893 ","54 ","Ot vasc cath     ","""OTHER VENOUS CATH (NEC) (Begin 1989)""","38.93"
"1103","3897 ","54 ","Ot vasc cath     ","""CV cath plcmt w guidance (Begin 2010)""","38.97"
"1104","3925 ","55 ","Peri vas byp     ","""AORTA-ILIAC-FEMOR BYPASS""","39.25"
"1105","3929 ","55 ","Peri vas byp     ","""VASC SHUNT & BYPASS NEC""","39.29"
"1106","390  ","56 ","Ot vas byp       ","""SYSTEMIC-PULM ART SHUNT""","39.0"
"1107","391  ","56 ","Ot vas byp       ","""INTRA-ABD VENOUS SHUNT""","39.1"
"1108","3921 ","56 ","Ot vas byp       ","""CAVAL-PULMON ART ANASTOM""","39.21"
"1109","3922 ","56 ","Ot vas byp       ","""AORTA-SUBCLV-CAROT BYPAS""","39.22"
"1110","3923 ","56 ","Ot vas byp       ","""INTRATHORACIC SHUNT NEC""","39.23"
"1111","3924 ","56 ","Ot vas byp       ","""AORTA-RENAL BYPASS""","39.24"
"1112","3926 ","56 ","Ot vas byp       ","""INTRA-ABDOMIN SHUNT NEC""","39.26"
"1113","3928 ","56 ","Ot vas byp       ","""EXTRACRAN-INTRACR BYPASS (Begin 1991)""","39.28"
"1114","3927 ","57 ","AV fistula       ","""DIALYSIS ARTERIOVENOSTOM""","39.27"
"1115","3942 ","57 ","AV fistula       ","""REVIS REN DIALYSIS SHUNT""","39.42"
"1116","3943 ","57 ","AV fistula       ","""REMOV REN DIALYSIS SHUNT""","39.43"
"1117","3993 ","57 ","AV fistula       ","""INSERT VES-TO-VES CANNUL""","39.93"
"1118","3995 ","58 ","Hemodialysis     ","""HEMODIALYSIS""","39.95"
"1119","0061 ","59 ","Vesl hed/nck     ","""PERC ANGIO PRECEREB VESS (Begin 2004)""","00.61"
"1120","0062 ","59 ","Vesl hed/nck     ","""PERC ANGIO INTRACRAN VES (Begin 2004)""","00.62"
"1121","0063 ","59 ","Vesl hed/nck     ","""PERC INS CAROTID STENT (Begin 2004)""","00.63"
"1122","0064 ","59 ","Vesl hed/nck     ","""PERC INS PRECEREB STENT (Begin 2004)""","00.64"
"1123","0065 ","59 ","Vesl hed/nck     ","""PERC INS INTRACRAN STENT (Begin 2004)""","00.65"
"1124","1753 ","59 ","Vesl hed/nck     ","""Perc ather extracran vsl (Begin 2011)""","17.53"
"1125","1754 ","59 ","Vesl hed/nck     ","""Perc ather intracran vsl (Begin 2011)""","17.54"
"1126","3801 ","59 ","Vesl hed/nck     ","""INTRACRAN VESSEL INCIS""","38.01"
"1127","3802 ","59 ","Vesl hed/nck     ","""HEAD/NECK VES INCIS NEC""","38.02"
"1128","3831 ","59 ","Vesl hed/nck     ","""INTRACRAN VES RESEC-ANAS""","38.31"
"1129","3832 ","59 ","Vesl hed/nck     ","""HEAD/NECK VES RESEC-ANAS""","38.32"
"1130","3841 ","59 ","Vesl hed/nck     ","""INTRACRAN VES RESEC-REPL""","38.41"
"1131","3842 ","59 ","Vesl hed/nck     ","""HEAD/NECK VES RESEC-REPL""","38.42"
"1132","3851 ","59 ","Vesl hed/nck     ","""INTCRAN VAR V LIG-STRIP""","38.51"
"1133","3852 ","59 ","Vesl hed/nck     ","""HEAD/NECK VAR V LIG-STR""","38.52"
"1134","3861 ","59 ","Vesl hed/nck     ","""INTRACRAN VESSEL EXCIS""","38.61"
"1135","3862 ","59 ","Vesl hed/nck     ","""HEAD/NECK VESSEL EXCIS""","38.62"
"1136","3881 ","59 ","Vesl hed/nck     ","""OCCLUS INTRACRAN VES NEC""","38.81"
"1137","3882 ","59 ","Vesl hed/nck     ","""OCCLUS HEAD/NECK VES NEC""","38.82"
"1138","3972 ","59 ","Vesl hed/nck     ","""ENDOVAS REPAIR/OCCL HEAD & NECK VESSELS (Begin 2002)""","39.72"
"1139","3974 ","59 ","Vesl hed/nck     ","""ENDO REM OBS HD/NECK VES (Begin 2006)""","39.74"
"1140","3975 ","59 ","Vesl hed/nck     ","""Endo emb hd/nk""","39.75"
"1141","3976 ","59 ","Vesl hed/nck     ","""Endo em hd/nk""","39.76"
"1142","3981 ","59 ","Vesl hed/nck     ","""Imp crtd sinus stmtotl (Begin 2010)""","39.81"
"1143","3982 ","59 ","Vesl hed/nck     ","""Imp/rep crtd sinus lead (Begin 2010)""","39.82"
"1144","3983 ","59 ","Vesl hed/nck     ","""Imp/rep crtd sinus gnrtr (Begin 2010)""","39.83"
"1145","3984 ","59 ","Vesl hed/nck     ","""Rev crtd sinus stm leads (Begin 2010)""","39.84"
"1146","3985 ","59 ","Vesl hed/nck     ","""Rev crtd sinus pulse gen (Begin 2010)""","39.85"
"1147","3986 ","59 ","Vesl hed/nck     ","""Rem crtd sinus stm totl (Begin 2010)""","39.86"
"1148","3987 ","59 ","Vesl hed/nck     ","""Rem crtd sinus stm lead (Begin 2010)""","39.87"
"1149","3988 ","59 ","Vesl hed/nck     ","""Rem crtd sinus pulse gen (Begin 2010)""","39.88"
"1150","3989 ","59 ","Vesl hed/nck     ","""Oth cartd body/sinus op (Begin 2010)""","39.89"
"1151","3808 ","60 ","Vessel leg       ","""EMBOLECTOMY LEG VESSEL""","38.08"
"1152","3818 ","60 ","Vessel leg       ","""ENDARTERECTOMY LEG VESL""","38.18"
"1153","0040 ","61 ","Ot vessels       ","""PROCEDURE-ONE VESSEL (Begin 2005)""","00.40"
"1154","0041 ","61 ","Ot vessels       ","""PROCEDURE-TWO VESSELS (Begin 2005)""","00.41"
"1155","0042 ","61 ","Ot vessels       ","""PROCEDURE-THREE VESSELS (Begin 2005)""","00.42"
"1156","0043 ","61 ","Ot vessels       ","""PROCEDURE-FOUR+ VESSELS (Begin 2005)""","00.43"
"1157","0044 ","61 ","Ot vessels       ","""PROC-VESSEL BIFURCATION (Begin 2006)""","00.44"
"1158","0045 ","61 ","Ot vessels       ","""INSERT 1 VASCULAR STENT (Begin 2005)""","00.45"
"1159","0046 ","61 ","Ot vessels       ","""INSERT 2 VASCULAR STENTS (Begin 2005)""","00.46"
"1160","0047 ","61 ","Ot vessels       ","""INSERT 3 VASCULAR STENTS (Begin 2005)""","00.47"
"1161","0048 ","61 ","Ot vessels       ","""INSERT 4+ VASCULR STENTS (Begin 2005)""","00.48"
"1162","0055 ","61 ","Ot vessels       ","""INSERT DRUG-ELUTING NONCRNRY ARTRY STNT (Begin 2002)""","00.55"
"1163","1756 ","61 ","Ot vessels       ","""Ather oth non-cor vessel (Begin 2011)""","17.56"
"1164","1771 ","61 ","Ot vessels       ","""Non-coronary IFVA (Begin 2010)""","17.71"
"1165","3800 ","61 ","Ot vessels       ","""INCISION OF VESSEL NOS""","38.00"
"1166","3803 ","61 ","Ot vessels       ","""UPPER LIMB VESSEL INCIS""","38.03"
"1167","3804 ","61 ","Ot vessels       ","""INCISION OF AORTA""","38.04"
"1168","3805 ","61 ","Ot vessels       ","""THORACIC VESSEL INC NEC""","38.05"
"1169","3806 ","61 ","Ot vessels       ","""ABDOMEN ARTERY INCISION""","38.06"
"1170","3807 ","61 ","Ot vessels       ","""ABDOMINAL VEIN INCISION""","38.07"
"1171","3809 ","61 ","Ot vessels       ","""LOWER LIMB VEIN INCISION""","38.09"
"1172","3810 ","61 ","Ot vessels       ","""ENDARTERECTOMY NOS""","38.10"
"1173","3813 ","61 ","Ot vessels       ","""UPPER LIMB ENDARTERECTOM""","38.13"
"1174","3814 ","61 ","Ot vessels       ","""ENDARTERECTOMY OF AORTA""","38.14"
"1175","3815 ","61 ","Ot vessels       ","""THORACIC ENDARTERECTOMY""","38.15"
"1176","3816 ","61 ","Ot vessels       ","""ABDOMINAL ENDARTERECTOMY""","38.16"
"1177","3830 ","61 ","Ot vessels       ","""VESSEL RESECT/ANAST NOS""","38.30"
"1178","3833 ","61 ","Ot vessels       ","""ARM VESSEL RESECT/ANAST""","38.33"
"1179","3835 ","61 ","Ot vessels       ","""THOR VESSEL RESECT/ANAST""","38.35"
"1180","3836 ","61 ","Ot vessels       ","""ABD VESSEL RESECT/ANAST""","38.36"
"1181","3837 ","61 ","Ot vessels       ","""ABD VEIN RESECT & ANAST""","38.37"
"1182","3838 ","61 ","Ot vessels       ","""LEG ARTERY RESECT/ANAST""","38.38"
"1183","3839 ","61 ","Ot vessels       ","""LEG VEIN RESECT/ANASTOM""","38.39"
"1184","3840 ","61 ","Ot vessels       ","""VESSEL RESECT/REPLAC NOS""","38.40"
"1185","3843 ","61 ","Ot vessels       ","""ARM VES RESECT W REPLACE""","38.43"
"1186","3845 ","61 ","Ot vessels       ","""RESECT THORAC VES W REPL (Begin 1986)""","38.45"
"1187","3846 ","61 ","Ot vessels       ","""ABD ARTERY RESEC W REPLA""","38.46"
"1188","3847 ","61 ","Ot vessels       ","""ABD VEIN RESECT W REPLAC""","38.47"
"1189","3848 ","61 ","Ot vessels       ","""LEG ARTERY RESEC W REPLA""","38.48"
"1190","3849 ","61 ","Ot vessels       ","""LEG VEIN RESECT W REPLAC""","38.49"
"1191","3850 ","61 ","Ot vessels       ","""VARICOSE V LIG-STRIP NOS""","38.50"
"1192","3853 ","61 ","Ot vessels       ","""ARM VARICOSE V LIG-STRIP""","38.53"
"1193","3855 ","61 ","Ot vessels       ","""THORAC VAR V LIG-STRIP""","38.55"
"1194","3857 ","61 ","Ot vessels       ","""ABD VARICOS V LIGA-STRIP""","38.57"
"1195","3860 ","61 ","Ot vessels       ","""EXCISION OF VESSEL NOS""","38.60"
"1196","3863 ","61 ","Ot vessels       ","""ARM VESSEL EXCISION""","38.63"
"1197","3865 ","61 ","Ot vessels       ","""THORACIC VESSEL EXCISION""","38.65"
"1198","3866 ","61 ","Ot vessels       ","""ABDOMINAL ARTERY EXCIS""","38.66"
"1199","3867 ","61 ","Ot vessels       ","""ABDOMINAL VEIN EXCISION""","38.67"
"1200","3868 ","61 ","Ot vessels       ","""LEG ARTERY EXCISION""","38.68"
"1201","3869 ","61 ","Ot vessels       ","""LEG VEIN EXCISION""","38.69"
"1202","387  ","61 ","Ot vessels       ","""INTERRUPTION VENA CAVA""","38.7"
"1203","3880 ","61 ","Ot vessels       ","""SURG VESSEL OCCLUS NEC""","38.80"
"1204","3883 ","61 ","Ot vessels       ","""OCCLUDE ARM VESSEL NEC""","38.83"
"1205","3884 ","61 ","Ot vessels       ","""OCCLUDE AORTA NEC""","38.84"
"1206","3885 ","61 ","Ot vessels       ","""OCCLUDE THORACIC VES NEC""","38.85"
"1207","3886 ","61 ","Ot vessels       ","""OCCLUDE ABD ARTERY NEC""","38.86"
"1208","3887 ","61 ","Ot vessels       ","""OCCLUDE ABD VEIN NEC""","38.87"
"1209","3888 ","61 ","Ot vessels       ","""OCCLUDE LEG ARTERY NEC""","38.88"
"1210","3889 ","61 ","Ot vessels       ","""OCCLUDE LEG VEIN NEC""","38.89"
"1211","3930 ","61 ","Ot vessels       ","""SUTURE OF VESSEL NOS""","39.30"
"1212","3931 ","61 ","Ot vessels       ","""SUTURE OF ARTERY""","39.31"
"1213","3932 ","61 ","Ot vessels       ","""SUTURE OF VEIN""","39.32"
"1214","3941 ","61 ","Ot vessels       ","""POSTOP VASC OP HEM CONTR""","39.41"
"1215","3949 ","61 ","Ot vessels       ","""VASC PROC REVISION NEC""","39.49"
"1216","3950 ","61 ","Ot vessels       ","""ANGIOPLAST/ATHERECT (Begin 1995)""","39.50"
"1217","3951 ","61 ","Ot vessels       ","""CLIPPING OF ANEURYSM""","39.51"
"1218","3952 ","61 ","Ot vessels       ","""ANEURYSM REPAIR NEC""","39.52"
"1219","3953 ","61 ","Ot vessels       ","""ARTERIOVEN FISTULA REP""","39.53"
"1220","3954 ","61 ","Ot vessels       ","""RE-ENTRY OPERATION""","39.54"
"1221","3955 ","61 ","Ot vessels       ","""REIMPLAN ABERR RENAL VES""","39.55"
"1222","3956 ","61 ","Ot vessels       ","""REPAIR VESS W TIS PATCH""","39.56"
"1223","3957 ","61 ","Ot vessels       ","""REP VESS W SYNTH PATCH""","39.57"
"1224","3958 ","61 ","Ot vessels       ","""REPAIR VESS W PATCH NOS""","39.58"
"1225","3959 ","61 ","Ot vessels       ","""REPAIR OF VESSEL NEC""","39.59"
"1226","397  ","61 ","Ot vessels       ","""PERIARTER SYMPATHECTOMY""","39.7"
"1227","3977 ","61 ","Ot vessels       ","""Temp endovsc occls vessl (Begin 2011)""","39.77"
"1228","3979 ","61 ","Ot vessels       ","""OTHER ENDOVASCULAR REPAIR OF ANEURYSM (Begin 2000)""","39.79"
"1229","398  ","61 ","Ot vessels       ","""VASCULAR BODY OPERATIONS (end 2010)""","39.8"
"1230","3990 ","61 ","Ot vessels       ","""INSERT NONCOR ART STENT (Begin 1996)""","39.90"
"1231","3991 ","61 ","Ot vessels       ","""FREEING OF VESSEL""","39.91"
"1232","3992 ","61 ","Ot vessels       ","""VEIN INJECT-SCLEROS AGNT""","39.92"
"1233","3994 ","61 ","Ot vessels       ","""REPLAC VES-TO-VES CANNUL""","39.94"
"1234","3998 ","61 ","Ot vessels       ","""HEMORRHAGE CONTROL NOS""","39.98"
"1235","3999 ","61 ","Ot vessels       ","""VESSEL OPERATION NEC""","39.99"
"1236","6824 ","61 ","Ot vessels       ","""Uterine art emb w coils (Begin 2011)""","68.24"
"1237","6825 ","61 ","Ot vessels       ","""Uterine art emb w/o coil (Begin 2011)""","68.25"
"1238","3720 ","62 ","Ot Dx CV prs     ","""NONINVAS ELECT STIMULATN (Begin 2006)""","37.20"
"1239","3724 ","62 ","Ot Dx CV prs     ","""PERICARDIAL BIOPSY""","37.24"
"1240","3725 ","62 ","Ot Dx CV prs     ","""CARDIAC BIOPSY""","37.25"
"1241","3726 ","62 ","Ot Dx CV prs     ","""CARDIAC ELECTROPHY STIM (Begin 1988)""","37.26"
"1242","3727 ","62 ","Ot Dx CV prs     ","""CARDIAC MAPPING (Begin 1988)""","37.27"
"1243","3728 ","62 ","Ot Dx CV prs     ","""INTRACARDIAC ECHOCARDIOGRAPHY (Begin 2001)""","37.28"
"1244","3729 ","62 ","Ot Dx CV prs     ","""HRT/PERICAR DX PROC NEC""","37.29"
"1245","3821 ","62 ","Ot Dx CV prs     ","""BLOOD VESSEL BIOPSY""","38.21"
"1246","3822 ","62 ","Ot Dx CV prs     ","""PERCUTANEOUS ANGIOSCOPY (Begin 1986)""","38.22"
"1247","3826 ","62 ","Ot Dx CV prs     ","""Insrt prsr snsr w/o lead (Begin 2011)""","38.26"
"1248","3829 ","62 ","Ot Dx CV prs     ","""BLOOD VESSEL DX PROC NEC""","38.29"
"1249","0049 ","63 ","n-OR CV prs      ","""SUPERSAT O2 THERAPY (Begin 2008)""","00.49"
"1250","0060 ","63 ","n-OR CV prs      ","""Ins d-e stnt sup fem art (Begin 2010)""","00.60"
"1251","3606 ","63 ","n-OR CV prs      ","""INSERT CORON ART STENT (Begin 1995)""","36.06"
"1252","3607 ","63 ","n-OR CV prs      ","""INSERT DRUG-ELUTING CRNRY ARTRY STNTS (Begin 2002)""","36.07"
"1253","370  ","63 ","n-OR CV prs      ","""PERICARDIOCENTESIS""","37.0"
"1254","3792 ","63 ","n-OR CV prs      ","""INJECTION INTO HEART""","37.92"
"1255","3793 ","63 ","n-OR CV prs      ","""INJECTION INTO PERICARD""","37.93"
"1256","3894 ","63 ","n-OR CV prs      ","""VENOUS CUTDOWN""","38.94"
"1257","3895 ","63 ","n-OR CV prs      ","""VEN CATH RENAL DIALYSIS (Begin 1989)""","38.95"
"1258","3996 ","63 ","n-OR CV prs      ","""TOTAL BODY PERFUSION""","39.96"
"1259","3997 ","63 ","n-OR CV prs      ","""OTHER PERFUSION""","39.97"
"1260","9744 ","63 ","n-OR CV prs      ","""NONOP REMOVAL HEART ASSIST SYSTEM (Begin 2001)""","97.44"
"1261","410  ","64 ","Bon mar tran     ","""BONE MARROW TRNSPLNT (Begin 1980 End 1988)""","41.0"
"1262","4100 ","64 ","Bon mar tran     ","""BONE MARROW TRNSPLNT NOS (Begin 1988)""","41.00"
"1263","4101 ","64 ","Bon mar tran     ","""AUT BONE MARROW TRNSPLNT (Begin 1988)""","41.01"
"1264","4102 ","64 ","Bon mar tran     ","""ALO BONE MARROW TRNSPLNT (Begin 1988)""","41.02"
"1265","4103 ","64 ","Bon mar tran     ","""ALLOGRFT BONE MARROW NOS (Begin 1988)""","41.03"
"1266","4104 ","64 ","Bon mar tran     ","""AUTOL HEMATOPO STEM CELL TRANSPLNT (Begin 1994)""","41.04"
"1267","4105 ","64 ","Bon mar tran     ","""ALLOGEN HEMATO STEM CELL TRANS (Begin 1997)""","41.05"
"1268","4106 ","64 ","Bon mar tran     ","""CORD BLOOD STEM CELL TRANS (Begin 1997)""","41.06"
"1269","4107 ","64 ","Bon mar tran     ","""AUTOL HEMAT STEM CELL TRANS W/PURGING (Begin 2000)""","41.07"
"1270","4108 ","64 ","Bon mar tran     ","""ALLOGEN HEMAT STEM CELL TRANS W/PURGING (Begin 2000)""","41.08"
"1271","4109 ","64 ","Bon mar tran     ","""AUTOL BONE MARROW TRANS W/PURGING (Begin 2000)""","41.09"
"1272","4131 ","65 ","Bon mar bx       ","""BONE MARROW BIOPSY""","41.31"
"1273","411  ","66 ","Prs spleen       ","""PUNCTURE OF SPLEEN""","41.1"
"1274","412  ","66 ","Prs spleen       ","""SPLENOTOMY""","41.2"
"1275","4141 ","66 ","Prs spleen       ","""SPLENIC CYST MARSUPIAL""","41.41"
"1276","4142 ","66 ","Prs spleen       ","""EXC SPLENIC LESION/TISS""","41.42"
"1277","4143 ","66 ","Prs spleen       ","""PARTIAL SPLENECTOMY""","41.43"
"1278","415  ","66 ","Prs spleen       ","""TOTAL SPLENECTOMY""","41.5"
"1279","4193 ","66 ","Prs spleen       ","""EXC OF ACCESSORY SPLEEN""","41.93"
"1280","4195 ","66 ","Prs spleen       ","""REPAIR OF SPLEEN""","41.95"
"1281","4199 ","66 ","Prs spleen       ","""SPLEEN OPERATION NEC""","41.99"
"1282","400  ","67 ","Ot Rx hemic      ","""INCIS LYMPHATIC STRUCTUR""","40.0"
