
"Drug Catalog","Generic Drug Name",
"EGFR inhibitors","cetuximab",
"EGFR inhibitors","erlotinib",
"EGFR inhibitors","gefitinib",
"EGFR inhibitors","lapatinib",
"EGFR inhibitors","panitumumab",
"EGFR inhibitors","vandetanib",
"erythropoiesis-stimulating agents","darbepoetin alfa",
"erythropoiesis-stimulating agents","epoetin alfa",
"erythropoiesis-stimulating agents","epoetin beta-methoxy polyethylene glycol",
"erythropoiesis-stimulating agents","peginesatide",
"estrogen receptor antagonists","fulvestrant",
"estrogens","chlorotrianisene",
"estrogens","conjugated estrogens",
"estrogens","conjugated estrogens topical",
"estrogens","dienestrol topical",
"estrogens","diethylstilbestrol",
"estrogens","esterified estrogens",
"estrogens","estradiol",
"estrogens","estradiol topical",
"estrogens","estriol",
"estrogens","estrone",
"estrogens","estropipate",
"estrogens","estropipate topical",
"estrogens","ethinyl estradiol",
"expectorants","anhydrous calcium iodide-isoproterenol",
"expectorants","carbocysteine",
"expectorants","guaiFENesin",
"expectorants","potassium guaiacolsulfonate",
"expectorants","potassium iodide",
"factor Xa inhibitors","apixaban",
"factor Xa inhibitors","edoxaban",
"factor Xa inhibitors","fondaparinux",
"factor Xa inhibitors","rivaroxaban",
"fatty acid derivative anticonvulsants","divalproex sodium",
"fatty acid derivative anticonvulsants","valproic acid",
"fibric acid derivatives","clofibrate",
"fibric acid derivatives","fenofibrate",
"fibric acid derivatives","fenofibric acid",
"fibric acid derivatives","gemfibrozil",
"fifth generation cephalosporins","ceftaroline",
"first generation cephalosporins","cefadroxil",
"first generation cephalosporins","ceFAZolin",
"first generation cephalosporins","cephalexin",
"first generation cephalosporins","cephalothin",
"first generation cephalosporins","cephapirin",
"first generation cephalosporins","cephradine",
"fourth generation cephalosporins","cefepime",
"functional bowel disorder agents","alosetron",
"functional bowel disorder agents","alvimopan",
"functional bowel disorder agents","atropine",
"functional bowel disorder agents","atropine/hyoscyamine/PB/scopolamine",
"functional bowel disorder agents","atropine-PHENobarbital",
"functional bowel disorder agents","belladonna",
"functional bowel disorder agents","belladonna-butabarbital",
"functional bowel disorder agents","belladonna/ergotamine/PHENobarbital",
"functional bowel disorder agents","chlordiazePOXIDE-clidinium",
"functional bowel disorder agents","chlordiazePOXIDE-methscopolamine",
"functional bowel disorder agents","clidinium",
"functional bowel disorder agents","dicyclomine",
"functional bowel disorder agents","glycopyrrolate",
"functional bowel disorder agents","hyoscyamine",
"functional bowel disorder agents","hyoscyamine-PHENobarbital",
"functional bowel disorder agents","hyoscyamine-phenyltoloxamine",
"functional bowel disorder agents","lactobacillus acidophilus-methscopolamine",
"functional bowel disorder agents","linaclotide",
"functional bowel disorder agents","lubiprostone",
"functional bowel disorder agents","mepenzolate",
"functional bowel disorder agents","methscopolamine",
"functional bowel disorder agents","methylnaltrexone",
"functional bowel disorder agents","naloxegol",
"functional bowel disorder agents","propantheline",
"functional bowel disorder agents","scopolamine",
"functional bowel disorder agents","tegaserod",
"gallstone solubilizing agents","chenodeoxycholic acid",
"gallstone solubilizing agents","monoctanoin",
"gallstone solubilizing agents","ursodiol",
"gamma-aminobutyric acid analogs","gabapentin",
"gamma-aminobutyric acid analogs","pregabalin",
"gamma-aminobutyric acid analogs","vigabatrin",
"gamma-aminobutyric acid reuptake inhibitors","tiaGABine",
"gastrointestinal agents","alginic acid",
"gastrointestinal agents","alginic acid/Al hydroxide/Mg carbonate",
"gastrointestinal agents","alginic acid/Al hydroxide/Mg trisilicate",
"gastrointestinal agents","Al hydroxide/Ca carbonate/Mg OH/simethicone",
"gastrointestinal agents","Al hydroxide/Mg hydroxide/simethicone",
"gastrointestinal agents","alosetron",
"gastrointestinal agents","alpha-D-galactosidase",
"gastrointestinal agents","aluminum carbonate",
"gastrointestinal agents","aluminum hydroxide",
"gastrointestinal agents","aluminum hydroxide-magnesium carbonate",
"gastrointestinal agents","aluminum hydroxide-magnesium hydroxide",
"gastrointestinal agents","aluminum hydroxide-magnesium trisilicate",
"gastrointestinal agents","aluminum hydroxide-mineral oil",
"gastrointestinal agents","alvimopan",
"gastrointestinal agents","amoxicillin/clarithromycin/lansoprazole",
"gastrointestinal agents","amoxicillin/clarithromycin/omeprazole",
"gastrointestinal agents","amylase/cellulase/lipase/protease",
"gastrointestinal agents","atropine",
"gastrointestinal agents","atropine-difenoxin",
"gastrointestinal agents","atropine-diphenoxylate",
"gastrointestinal agents","atropine/hyoscyamine/PB/scopolamine",
"gastrointestinal agents","atropine-PHENobarbital",
"gastrointestinal agents","attapulgite",
"gastrointestinal agents","balsalazide",
"gastrointestinal agents","belladonna",
"gastrointestinal agents","belladonna-butabarbital",
"gastrointestinal agents","belladonna/ergotamine/PHENobarbital",
"gastrointestinal agents","benzocaine-docusate",
"gastrointestinal agents","benzoic acid",
"gastrointestinal agents","bisacodyl",
"gastrointestinal agents","bisacodyl-magnesium citrate",
"gastrointestinal agents","bisacodyl-PEG 3350 with electrolytes",
"gastrointestinal agents","bisacodyl/sodium biphosphate/sodium phosphate",
"gastrointestinal agents","bismuth subcitrate potassium/metroNIDAZO/TCN",
"gastrointestinal agents","bismuth subgallate",
"gastrointestinal agents","bismuth subnitrate",
"gastrointestinal agents","bismuth subsalicylate",
"gastrointestinal agents","bismuth subsalicylate/metroNIDAZOLE/TCN",
"gastrointestinal agents","brewer&apos;s yeast",
"gastrointestinal agents","Ca carbonate/Mg hydroxide/simethicone",
"gastrointestinal agents","calcium carbonate",
"gastrointestinal agents","calcium carbonate/famotidine/Mg hydroxide",
"gastrointestinal agents","calcium carbonate-magnesium carbonate",
"gastrointestinal agents","calcium carbonate-magnesium hydroxide",
"gastrointestinal agents","calcium carbonate-psyllium",
"gastrointestinal agents","calcium carbonate-simethicone",
"gastrointestinal agents","casanthranol-docusate",
"gastrointestinal agents","cascara sagrada",
"gastrointestinal agents","cascara sagrada-magnesium hydroxide",
"gastrointestinal agents","cascara sagrada-phenolphthalein",
"gastrointestinal agents","castor oil",
"gastrointestinal agents","cellulase/hyoscyamin/pancrelipase/phenyltolox",
"gastrointestinal agents","cellulose",
"gastrointestinal agents","charcoal",
"gastrointestinal agents","charcoal-simethicone",
"gastrointestinal agents","chenodeoxycholic acid",
"gastrointestinal agents","chlordiazePOXIDE-clidinium",
"gastrointestinal agents","chlordiazePOXIDE-methscopolamine",
"gastrointestinal agents","cholic acid",
"gastrointestinal agents","choline bitartrate",
"gastrointestinal agents","choline-dexpanthenol",
"gastrointestinal agents","chromium picolinate-inulin",
"gastrointestinal agents","cimetidine",
"gastrointestinal agents","cisapride",
"gastrointestinal agents","citric acid/Mg oxide/Na picosulfate",
"gastrointestinal agents","citric acid/simethicone/sodium bicarbonate",
"gastrointestinal agents","clidinium",
"gastrointestinal agents","crofelemer",
"gastrointestinal agents","dehydrocholic acid",
"gastrointestinal agents","dexlansoprazole",
"gastrointestinal agents","dexpanthenol",
"gastrointestinal agents","dicyclomine",
"gastrointestinal agents","digestive enzymes/hyoscyamine/phenyltoloxamin",
"gastrointestinal agents","dihydroxyaluminum sodium carbonate",
"gastrointestinal agents","docusate",
"gastrointestinal agents","docusate-phenolphthalein",
"gastrointestinal agents","docusate-senna",
"gastrointestinal agents","esomeprazole",
"gastrointestinal agents","famotidine",
"gastrointestinal agents","glutamic acid",
"gastrointestinal agents","glycerin",
"gastrointestinal agents","glycopyrrolate",
"gastrointestinal agents","guar gum",
"gastrointestinal agents","hydrocortisone-lidocaine topical w psyllium",
"gastrointestinal agents","hyoscyamine",
"gastrointestinal agents","hyoscyamine-PHENobarbital",
"gastrointestinal agents","hyoscyamine-phenyltoloxamine",
"gastrointestinal agents","inulin",
"gastrointestinal agents","kaolin",
"gastrointestinal agents","kaolin-pectin",
"gastrointestinal agents","lactase",
"gastrointestinal agents","lactobacillus acidophilus",
"gastrointestinal agents","lactobacillus acidophilus and bulgaricus",
"gastrointestinal agents","lactobacillus acidophilus/casei/rhamnosus",
"gastrointestinal agents","lactobacillus acidophilus-lactobacillus casei",
"gastrointestinal agents","lactobacillus acidophilus-methscopolamine",
"gastrointestinal agents","lactobacillus casei-omega-3 fatty acids",
"gastrointestinal agents","lactulose",
"gastrointestinal agents","lansoprazole",
"gastrointestinal agents","linaclotide",
"gastrointestinal agents","loperamide",
"gastrointestinal agents","loperamide-simethicone",
"gastrointestinal agents","lubiprostone",
"gastrointestinal agents","magaldrate",
"gastrointestinal agents","magaldrate-simethicone",
"gastrointestinal agents","magnesium citrate",
"gastrointestinal agents","magnesium hydroxide",
"gastrointestinal agents","magnesium hydroxide-mineral oil",
"gastrointestinal agents","magnesium/potassium/sodium sulfates",
"gastrointestinal agents","magnesium sulfate",
"gastrointestinal agents","malt soup extract",
"gastrointestinal agents","malt soup extract-psyllium",
"gastrointestinal agents","mepenzolate",
"gastrointestinal agents","mesalamine",
"gastrointestinal agents","methscopolamine",
"gastrointestinal agents","methylcellulose",
"gastrointestinal agents","methylnaltrexone",
"gastrointestinal agents","metoclopramide",
"gastrointestinal agents","mineral oil",
"gastrointestinal agents","mineral oil-phenolphthalein",
"gastrointestinal agents","misoprostol",
"gastrointestinal agents","monoctanoin",
"gastrointestinal agents","naloxegol",
"gastrointestinal agents","nizatidine",
"gastrointestinal agents","olsalazine",
"gastrointestinal agents","omeprazole",
"gastrointestinal agents","omeprazole-sodium bicarbonate",
"gastrointestinal agents","pancreatin",
"gastrointestinal agents","pancrelipase",
"gastrointestinal agents","pantoprazole",
"gastrointestinal agents","pepsin",
"gastrointestinal agents","phenolphthalein",
"gastrointestinal agents","polycarbophil",
"gastrointestinal agents","polyethylene glycol 3350",
"gastrointestinal agents","polyethylene glycol 3350 with electrolytes",
"gastrointestinal agents","potassium bicarbonate-sodium bicarbonate",
"gastrointestinal agents","potassium bitartrate-sodium bicarbonate",
